workerid,proliferate.condition,adj,adj_tr,label,object,response,rt,slide_number_in_experiment,trial_type,error
902,condition1,colored,renkli,picture_colored_rectangular,picture,[0.14],640,22,,
902,condition1,sad,mutsuz,woman_old_sad,woman,[0.18],1219,23,,
902,condition1,small,küçük,bottle_glass_small,bottle,[0.16],549,24,,
902,condition1,short,kısa,pencil_short_black,pencil,[0.12],636,25,,
902,condition1,red,kırmızı,frog_spotted_red,frog,[0.96],847,26,,
902,condition1,wet,ıslak,shorts_wet_green,shorts,[1],1887,27,,
902,condition1,hat-wearing,şapkalı,man2_bearded_hatted,man,[0.72],1224,28,,
902,condition1,metal,metal,spoon_metal_clean,spoon,[0.58],714,29,,
902,condition1,black,siyah,nails_black_glossy,nails,[0.58],700,30,,
902,condition1,dirty,kirli,spoon_metal_dirty,spoon,[0.47],552,31,,
902,condition1,glasses-wearing,gözlüklü,man2_bearded_glassed,man,[0.58],863,32,,
902,condition1,high,yüksek,table_metal_high,table,[0.24],572,33,,
902,condition1,skinny,zayıf,woman2_happy_skinny,woman,[0.28],610,34,,
902,condition1,bearded,sakallı,man_old_bearded,man,[0.4],607,35,,
902,condition1,blond,sarı,hair_curly_blonde,hair,[0.52],598,36,,
902,condition1,square,kare,picture_bw_square,picture,[0.65],762,37,,
902,condition1,big,büyük,bottle_glass_big,bottle,[0.13],1009,38,,
902,condition1,brown,kahverengi,hair_curly_brown,hair,[0.82],934,39,,
902,condition1,triangular,üçgen,earring_big_triangular,earring,[0.91],2802,40,,
902,condition1,long,uzun,pencil_long_black,pencil,[0.62],914,41,,
902,condition1,rectangular,dikdörtgen,picture_bw_rectangular,picture,[0.81],1869,42,,
902,condition1,closed,kapalı,box_closed_cardboard,box,[0.58],776,43,,
902,condition1,glossy,parlak,nails_black_glossy,nails,[0.43],892,44,,
902,condition1,open,açık,box_open_cardboard,box,[0.36],610,45,,
902,condition1,black and white,siyah beyaz,picture_bw_rectangular,picture,[0.32],822,46,,
902,condition1,happy,mutlu,woman_old_happy,woman,[0.27],590,47,,
902,condition1,clean,temiz,spoon_metal_clean,spoon,[0.22],1606,48,,
928,condition1,,,,beyaz,Beyaz,0,1,bot_check,
928,condition1,small,küçük,bottle_glass_small,bottle,[0.16],39864,3,,
928,condition1,short,kısa,pencil_short_black,pencil,[0.21],8425,4,,
928,condition1,happy,mutlu,woman_old_happy,woman,[0.64],5155,5,,
928,condition1,young,genç,man_young_bearded,man,[0.29],3594,6,,
928,condition1,dirty,kirli,spoon_metal_dirty,spoon,[0.64],8674,7,,
928,condition1,high,yüksek,table_metal_high,table,[0.65],7637,8,,
928,condition1,old,yaşlı,man_old_bearded,man,[0.28],3914,9,,
928,condition1,mustache-touting,bıyıklı,man2_mustached_glassed,man,[0.46],24137,10,,
928,condition1,rectangular,dikdörtgen,picture_bw_rectangular,picture,[0.09],28755,11,,
928,condition1,low,alçak,table_metal_low,table,[0.18],6798,12,,
928,condition1,plastic,plastik,bottle_plastic_big,bottle,[0.01],5797,13,,
928,condition1,closed,kapalı,box_closed_cardboard,box,[0.04],4957,14,,
928,condition1,wooden,tahta,spoon_wooden_clean,spoon,[0.05],6985,15,,
928,condition1,blond,sarı,hair_curly_blonde,hair,[0.17],3098,16,,
928,condition1,open,açık,box_open_cardboard,box,[0.04],3295,17,,
928,condition1,matte,mat,nails_black_matte,nails,[0.11],3546,18,,
928,condition1,straight,düz,hair_straight_blond,hair,[0.03],3410,19,,
928,condition1,red,kırmızı,frog_spotted_red,frog,[0.06],3340,20,,
928,condition1,curly,kıvırcık,hair_curly_blonde,hair,[0.3],4422,21,,
928,condition1,glossy,parlak,nails_black_glossy,nails,[0.34],5454,22,,
928,condition1,spotted,benekli,frog_spotted_green,frog,[0.47],4790,23,,
928,condition1,clean-shaven,sakalsız,man_old_cleanshaven,man,[0.02],4151,24,,
928,condition1,round,yuvarlak,earring_big_round,earring,[0.01],2727,25,,
928,condition1,clean,temiz,spoon_metal_clean,spoon,[0.35],3215,26,,
928,condition1,hat-wearing,şapkalı,man2_bearded_hatted,man,[0.01],3481,27,,
928,condition1,black and white,siyah beyaz,picture_bw_rectangular,picture,[0.04],3634,28,,
928,condition1,cardboard,karton,box_closed_cardboard,box,[0.06],2758,29,,
928,condition1,green,yeşil,frog_spotted_green,frog,[0.16],2833,30,,
928,condition1,long,uzun,pencil_long_black,pencil,[0.36],3534,31,,
928,condition1,brown,kahverengi,hair_curly_brown,hair,[0.15],3238,32,,
928,condition1,fat,şişman,woman2_happy_fat,woman,[0.08],4931,33,,
928,condition1,square,kare,picture_bw_square,picture,[0.08],2894,34,,
928,condition1,metal,metal,spoon_metal_clean,spoon,[0.02],4966,35,,
928,condition1,glasses-wearing,gözlüklü,man2_bearded_glassed,man,[0],2867,36,,
928,condition1,glass,cam,bottle_glass_big,bottle,[0.01],2570,37,,
928,condition1,bearded,sakallı,man_old_bearded,man,[0.03],2672,38,,
928,condition1,sad,mutsuz,woman_old_sad,woman,[0.78],6302,39,,
928,condition1,skinny,zayıf,woman2_happy_skinny,woman,[0.33],2863,40,,
928,condition1,black,siyah,nails_black_glossy,nails,[0.04],2883,41,,
928,condition1,blue,mavi,pencil_long_blue,pencil,[0.19],3327,42,,
928,condition1,big,büyük,bottle_glass_big,bottle,[0.32],2765,43,,
928,condition1,striped,çizgili,frog_striped_green,frog,[0.02],4508,44,,
928,condition1,colored,renkli,picture_colored_rectangular,picture,[0.07],3075,45,,
928,condition1,triangular,üçgen,earring_big_triangular,earring,[0.02],4786,46,,
928,condition1,dry,kuru,shorts_dry_green,shorts,[0.23],3053,47,,
928,condition1,wet,ıslak,shorts_wet_green,shorts,[0.14],3988,48,,
920,condition1,,,,beyaz,Süt,0,1,bot_check,
920,condition1,,,,beyaz,Süt,0,1,bot_check,
920,condition1,,,,beyaz,Beyaz,0,1,bot_check,
920,condition1,young,genç,man_young_bearded,man,[0.53],12976,3,,
920,condition1,closed,kapalı,box_closed_cardboard,box,[0.48],2273,4,,
920,condition1,metal,metal,spoon_metal_clean,spoon,[0.78],3350,5,,
920,condition1,long,uzun,pencil_long_black,pencil,[0.63],1994,6,,
920,condition1,glasses-wearing,gözlüklü,man2_bearded_glassed,man,[0.53],1934,7,,
920,condition1,high,yüksek,table_metal_high,table,[0.56],1812,8,,
920,condition1,cardboard,karton,box_closed_cardboard,box,[0.6],1594,9,,
920,condition1,colored,renkli,picture_colored_rectangular,picture,[0.81],3454,10,,
920,condition1,straight,düz,hair_straight_blond,hair,[0.73],1463,11,,
920,condition1,plastic,plastik,bottle_plastic_big,bottle,[0.73],2799,12,,
920,condition1,black and white,siyah beyaz,picture_bw_rectangular,picture,[0.85],2311,13,,
920,condition1,glass,cam,bottle_glass_big,bottle,[0.83],1411,14,,
920,condition1,wooden,tahta,spoon_wooden_clean,spoon,[0.65],1474,15,,
920,condition1,dirty,kirli,spoon_metal_dirty,spoon,[0.6],2823,16,,
920,condition1,rectangular,dikdörtgen,picture_bw_rectangular,picture,[0.68],1550,17,,
920,condition1,low,alçak,table_metal_low,table,[0.63],1734,18,,
920,condition1,glossy,parlak,nails_black_glossy,nails,[0.69],1310,19,,
920,condition1,blond,sarı,hair_curly_blonde,hair,[0.65],1648,20,,
920,condition1,striped,çizgili,frog_striped_green,frog,[0.68],1876,21,,
920,condition1,matte,mat,nails_black_matte,nails,[0.81],2079,22,,
920,condition1,curly,kıvırcık,hair_curly_blonde,hair,[0.84],1349,23,,
920,condition1,happy,mutlu,woman_old_happy,woman,[0.69],1433,24,,
920,condition1,triangular,üçgen,earring_big_triangular,earring,[0.74],1345,25,,
920,condition1,round,yuvarlak,earring_big_round,earring,[0.5],1611,26,,
920,condition1,green,yeşil,frog_spotted_green,frog,[0.72],1581,27,,
920,condition1,spotted,benekli,frog_spotted_green,frog,[0.74],4357,28,,
920,condition1,fat,şişman,woman2_happy_fat,woman,[0.81],1975,29,,
920,condition1,bearded,sakallı,man_old_bearded,man,[0.64],1854,30,,
920,condition1,dry,kuru,shorts_dry_green,shorts,[0.73],2744,31,,
920,condition1,brown,kahverengi,hair_curly_brown,hair,[0.66],2703,32,,
920,condition1,sad,mutsuz,woman_old_sad,woman,[0.58],2701,33,,
920,condition1,square,kare,picture_bw_square,picture,[0.54],8180,34,,
920,condition1,big,büyük,bottle_glass_big,bottle,[0.73],2642,35,,
920,condition1,hat-wearing,şapkalı,man2_bearded_hatted,man,[0.78],1960,36,,
920,condition1,mustache-touting,bıyıklı,man2_mustached_glassed,man,[0.76],1568,37,,
920,condition1,short,kısa,pencil_short_black,pencil,[0.7],2859,38,,
920,condition1,wet,ıslak,shorts_wet_green,shorts,[0.63],3243,39,,
920,condition1,black,siyah,nails_black_glossy,nails,[0.7],1579,40,,
920,condition1,clean,temiz,spoon_metal_clean,spoon,[0.75],1437,41,,
920,condition1,red,kırmızı,frog_spotted_red,frog,[0.67],5235,42,,
920,condition1,clean-shaven,sakalsız,man_old_cleanshaven,man,[0.91],1725,43,,
920,condition1,skinny,zayıf,woman2_happy_skinny,woman,[0.59],1474,44,,
920,condition1,open,açık,box_open_cardboard,box,[0.82],3252,45,,
920,condition1,old,yaşlı,man_old_bearded,man,[0.73],6693,46,,
920,condition1,small,küçük,bottle_glass_small,bottle,[0.82],1386,47,,
920,condition1,blue,mavi,pencil_long_blue,pencil,[0.64],2469,48,,
892,condition1,,,,beyaz,Beyaz,0,1,bot_check,
892,condition1,curly,kıvırcık,hair_curly_blonde,hair,[0],39854,3,,
892,condition1,straight,düz,hair_straight_blond,hair,[0],3092,4,,
892,condition1,hat-wearing,şapkalı,man2_bearded_hatted,man,[0],12108,5,,
892,condition1,green,yeşil,frog_spotted_green,frog,[0],7690,6,,
892,condition1,young,genç,man_young_bearded,man,[0.93],12048,7,,
892,condition1,old,yaşlı,man_old_bearded,man,[0.95],2120,8,,
892,condition1,glossy,parlak,nails_black_glossy,nails,[0.86],6670,9,,
892,condition1,rectangular,dikdörtgen,picture_bw_rectangular,picture,[0],2086,10,,
892,condition1,low,alçak,table_metal_low,table,[0.8],5294,11,,
892,condition1,dirty,kirli,spoon_metal_dirty,spoon,[0.85],4023,12,,
892,condition1,happy,mutlu,woman_old_happy,woman,[1],4270,13,,
892,condition1,metal,metal,spoon_metal_clean,spoon,[0],2319,14,,
892,condition1,open,açık,box_open_cardboard,box,[0.18],7218,15,,
892,condition1,plastic,plastik,bottle_plastic_big,bottle,[0],1908,16,,
892,condition1,closed,kapalı,box_closed_cardboard,box,[0],2644,17,,
892,condition1,colored,renkli,picture_colored_rectangular,picture,[0.17],6520,18,,
892,condition1,spotted,benekli,frog_spotted_green,frog,[0.05],5322,19,,
892,condition1,blond,sarı,hair_curly_blonde,hair,[0],1754,20,,
892,condition1,bearded,sakallı,man_old_bearded,man,[0],2830,21,,
892,condition1,clean,temiz,spoon_metal_clean,spoon,[0.76],5064,22,,
892,condition1,sad,mutsuz,woman_old_sad,woman,[0.87],2328,23,,
892,condition1,small,küçük,bottle_glass_small,bottle,[0.68],3376,24,,
892,condition1,black,siyah,nails_black_glossy,nails,[0],2155,25,,
892,condition1,brown,kahverengi,hair_curly_brown,hair,[0],1709,26,,
892,condition1,matte,mat,nails_black_matte,nails,[0.69],3246,27,,
892,condition1,wooden,tahta,spoon_wooden_clean,spoon,[0],1760,28,,
892,condition1,glasses-wearing,gözlüklü,man2_bearded_glassed,man,[0],2952,29,,
892,condition1,fat,şişman,woman2_happy_fat,woman,[0.83],5176,30,,
892,condition1,clean-shaven,sakalsız,man_old_cleanshaven,man,[0],1822,31,,
892,condition1,blue,mavi,pencil_long_blue,pencil,[0.13],3315,32,,
892,condition1,striped,çizgili,frog_striped_green,frog,[0.65],3936,33,,
892,condition1,high,yüksek,table_metal_high,table,[0.92],2664,34,,
892,condition1,triangular,üçgen,earring_big_triangular,earring,[0],1758,35,,
892,condition1,black and white,siyah beyaz,picture_bw_rectangular,picture,[0],4772,36,,
892,condition1,glass,cam,bottle_glass_big,bottle,[0],2044,37,,
892,condition1,square,kare,picture_bw_square,picture,[0],1468,38,,
892,condition1,wet,ıslak,shorts_wet_green,shorts,[0.4],8676,39,,
892,condition1,red,kırmızı,frog_spotted_red,frog,[0.41],2703,40,,
892,condition1,short,kısa,pencil_short_black,pencil,[0.69],5013,41,,
892,condition1,big,büyük,bottle_glass_big,bottle,[0.85],1840,42,,
892,condition1,long,uzun,pencil_long_black,pencil,[0.88],1746,43,,
892,condition1,round,yuvarlak,earring_big_round,earring,[0],1796,44,,
892,condition1,mustache-touting,bıyıklı,man2_mustached_glassed,man,[0],1528,45,,
892,condition1,skinny,zayıf,woman2_happy_skinny,woman,[0.77],2516,46,,
892,condition1,cardboard,karton,box_closed_cardboard,box,[0],1717,47,,
892,condition1,dry,kuru,shorts_dry_green,shorts,[0.61],5628,48,,
886,condition1,,,,beyaz,beyaz,0,1,bot_check,
886,condition1,glasses-wearing,gözlüklü,man2_bearded_glassed,man,[0.66],12183,3,,
886,condition1,black and white,siyah beyaz,picture_bw_rectangular,picture,[0],4608,4,,
886,condition1,closed,kapalı,box_closed_cardboard,box,[0.19],3189,5,,
886,condition1,high,yüksek,table_metal_high,table,[0.4],5792,6,,
886,condition1,mustache-touting,bıyıklı,man2_mustached_glassed,man,[0.19],3894,7,,
886,condition1,rectangular,dikdörtgen,picture_bw_rectangular,picture,[0],2092,8,,
886,condition1,curly,kıvırcık,hair_curly_blonde,hair,[0.17],3204,9,,
886,condition1,straight,düz,hair_straight_blond,hair,[0.08],2009,10,,
886,condition1,clean,temiz,spoon_metal_clean,spoon,[0.29],1800,11,,
886,condition1,striped,çizgili,frog_striped_green,frog,[0.19],1816,12,,
886,condition1,glossy,parlak,nails_black_glossy,nails,[0.21],1809,13,,
886,condition1,wooden,tahta,spoon_wooden_clean,spoon,[0],1888,14,,
886,condition1,green,yeşil,frog_spotted_green,frog,[0],1512,15,,
886,condition1,young,genç,man_young_bearded,man,[0.17],2104,16,,
886,condition1,blond,sarı,hair_curly_blonde,hair,[0],2209,17,,
886,condition1,brown,kahverengi,hair_curly_brown,hair,[0],1446,18,,
886,condition1,wet,ıslak,shorts_wet_green,shorts,[0.07],2042,19,,
886,condition1,happy,mutlu,woman_old_happy,woman,[0.84],2494,20,,
886,condition1,plastic,plastik,bottle_plastic_big,bottle,[0],1591,21,,
886,condition1,matte,mat,nails_black_matte,nails,[0],1560,22,,
886,condition1,skinny,zayıf,woman2_happy_skinny,woman,[0.23],1833,23,,
886,condition1,hat-wearing,şapkalı,man2_bearded_hatted,man,[0],3534,24,,
886,condition1,square,kare,picture_bw_square,picture,[0],1551,25,,
886,condition1,red,kırmızı,frog_spotted_red,frog,[0],1503,26,,
886,condition1,metal,metal,spoon_metal_clean,spoon,[0],1437,27,,
886,condition1,black,siyah,nails_black_glossy,nails,[0],1407,28,,
886,condition1,short,kısa,pencil_short_black,pencil,[0.1],2488,29,,
886,condition1,dry,kuru,shorts_dry_green,shorts,[0],1968,30,,
886,condition1,fat,şişman,woman2_happy_fat,woman,[0.19],1576,31,,
886,condition1,round,yuvarlak,earring_big_round,earring,[0],1679,32,,
886,condition1,glass,cam,bottle_glass_big,bottle,[0],1377,33,,
886,condition1,open,açık,box_open_cardboard,box,[0.37],2832,34,,
886,condition1,cardboard,karton,box_closed_cardboard,box,[0],1521,35,,
886,condition1,long,uzun,pencil_long_black,pencil,[0.24],1685,36,,
886,condition1,bearded,sakallı,man_old_bearded,man,[0.16],2785,37,,
886,condition1,blue,mavi,pencil_long_blue,pencil,[0],2020,38,,
886,condition1,low,alçak,table_metal_low,table,[0.4],3457,39,,
886,condition1,small,küçük,bottle_glass_small,bottle,[0.32],1592,40,,
886,condition1,dirty,kirli,spoon_metal_dirty,spoon,[0.37],1964,41,,
886,condition1,big,büyük,bottle_glass_big,bottle,[0.31],1320,42,,
886,condition1,triangular,üçgen,earring_big_triangular,earring,[0],2128,43,,
886,condition1,old,yaşlı,man_old_bearded,man,[0.25],2608,44,,
886,condition1,spotted,benekli,frog_spotted_green,frog,[0.06],2736,45,,
886,condition1,sad,mutsuz,woman_old_sad,woman,[0.76],1896,46,,
886,condition1,colored,renkli,picture_colored_rectangular,picture,[0.1],1815,47,,
886,condition1,clean-shaven,sakalsız,man_old_cleanshaven,man,[0.06],2361,48,,
931,condition1,,,,beyaz,beyaz,0,1,bot_check,
931,condition1,plastic,plastik,bottle_plastic_big,bottle,[0],11386,3,,
931,condition1,mustache-touting,bıyıklı,man2_mustached_glassed,man,[1],7241,4,,
931,condition1,matte,mat,nails_black_matte,nails,[0.17],16738,5,,
931,condition1,glass,cam,bottle_glass_big,bottle,[0],5622,6,,
931,condition1,round,yuvarlak,earring_big_round,earring,[0.21],5448,7,,
931,condition1,colored,renkli,picture_colored_rectangular,picture,[0.15],3556,8,,
931,condition1,glossy,parlak,nails_black_glossy,nails,[0.07],4314,9,,
931,condition1,short,kısa,pencil_short_black,pencil,[0.49],5984,10,,
931,condition1,blond,sarı,hair_curly_blonde,hair,[0],9267,11,,
931,condition1,small,küçük,bottle_glass_small,bottle,[0.48],5796,12,,
931,condition1,clean-shaven,sakalsız,man_old_cleanshaven,man,[0.75],7665,13,,
931,condition1,triangular,üçgen,earring_big_triangular,earring,[0.15],2319,14,,
931,condition1,blue,mavi,pencil_long_blue,pencil,[0],10522,15,,
931,condition1,green,yeşil,frog_spotted_green,frog,[0],2842,16,,
931,condition1,brown,kahverengi,hair_curly_brown,hair,[0],2452,17,,
931,condition1,sad,mutsuz,woman_old_sad,woman,[1],3161,18,,
931,condition1,striped,çizgili,frog_striped_green,frog,[0.26],3609,19,,
931,condition1,long,uzun,pencil_long_black,pencil,[0.55],4715,20,,
931,condition1,hat-wearing,şapkalı,man2_bearded_hatted,man,[0.1],3746,21,,
931,condition1,low,alçak,table_metal_low,table,[0.35],5898,22,,
931,condition1,big,büyük,bottle_glass_big,bottle,[0.48],3281,23,,
931,condition1,square,kare,picture_bw_square,picture,[0],2959,24,,
931,condition1,rectangular,dikdörtgen,picture_bw_rectangular,picture,[0],1877,25,,
931,condition1,clean,temiz,spoon_metal_clean,spoon,[0.24],11659,26,,
931,condition1,dry,kuru,shorts_dry_green,shorts,[0.06],6297,27,,
931,condition1,glasses-wearing,gözlüklü,man2_bearded_glassed,man,[0],3425,28,,
931,condition1,bearded,sakallı,man_old_bearded,man,[0.1],13419,29,,
931,condition1,black,siyah,nails_black_glossy,nails,[0],2061,30,,
931,condition1,black and white,siyah beyaz,picture_bw_rectangular,picture,[0],1943,31,,
931,condition1,straight,düz,hair_straight_blond,hair,[0.11],3510,32,,
931,condition1,fat,şişman,woman2_happy_fat,woman,[0.71],3116,33,,
931,condition1,open,açık,box_open_cardboard,box,[0.49],4296,34,,
931,condition1,metal,metal,spoon_metal_clean,spoon,[0.1],3525,35,,
931,condition1,old,yaşlı,man_old_bearded,man,[0.69],3580,36,,
931,condition1,wet,ıslak,shorts_wet_green,shorts,[0.14],2063,37,,
931,condition1,skinny,zayıf,woman2_happy_skinny,woman,[0.76],3454,38,,
931,condition1,closed,kapalı,box_closed_cardboard,box,[0.5],9146,39,,
931,condition1,young,genç,man_young_bearded,man,[0.72],2771,40,,
931,condition1,spotted,benekli,frog_spotted_green,frog,[0.11],4438,41,,
931,condition1,dirty,kirli,spoon_metal_dirty,spoon,[0.17],2593,42,,
931,condition1,high,yüksek,table_metal_high,table,[0.49],4260,43,,
931,condition1,happy,mutlu,woman_old_happy,woman,[1],3154,44,,
931,condition1,red,kırmızı,frog_spotted_red,frog,[0],3265,45,,
931,condition1,cardboard,karton,box_closed_cardboard,box,[0],11802,46,,
931,condition1,curly,kıvırcık,hair_curly_blonde,hair,[0.11],3951,47,,
931,condition1,wooden,tahta,spoon_wooden_clean,spoon,[0.03],4983,48,,
