workerid,proliferate.condition,adj1,adj2,label,left_end,left_end_tr,object,response,right_end,right_end_tr,rt,slide_number_in_experiment,trial_type,error
971,condition1,bearded,glasses-wearing,man2_bearded_glassed,"""glasses-wearing bearded man""","""gözlüklü sakallı adam""",man,[0.04],"""bearded glasses-wearing man""","""sakallı gözlüklü adam""",31240,48,,
971,condition1,glass,big,bottle_glass_big,"""glass big bottle""","""cam büyük şişe""",bottle,[0.95],"""big glass bottle""","""büyük cam şişe""",9972,49,,
971,condition1,red,glossy,nails_red_glossy,"""red glossy nails""","""kırmızı parlak oje""",nails,[0.03],"""glossy red nails""","""parlak kırmızı oje""",12036,50,,
971,condition1,spotted,red,frog_spotted_red,"""spotted red frog""","""benekli kırmızı kurbağa""",frog,[0.96],"""red spotted frog""","""kırmızı benekli kurbağa""",38119,51,,
971,condition1,wet,green,shorts_wet_green,"""wet green shorts""","""ıslak yeşil şort""",shorts,[0.03],"""green wet shorts""","""yeşil ıslak şort""",5534,52,,
971,condition1,open,cardboard,box_open_cardboard,"""cardboard open box""","""karton açık kutu""",box,[0.99],"""open cardboard box""","""açık karton kutu""",4858,53,,
971,condition1,black and white,square,picture_bw_square,"""black and white square picture""","""siyah beyaz kare resim""",picture,[0.04],"""square black and white picture""","""kare siyah beyaz resim""",10541,54,,
971,condition1,old,clean-shaven,man_old_cleanshaven,"""old clean-shaven man""","""yaşlı sakalsız adam""",man,[0.98],"""clean-shaven old man""","""sakalsız yaşlı adam""",5996,55,,
971,condition1,colored,rectangular,picture_colored_rectangular,"""rectangular colored picture""","""dikdörtgen renkli resim""",picture,[0.06],"""colored rectangular picture""","""renkli dikdörtgen resim""",10789,56,,
971,condition1,wet,red,shorts_wet_red,"""red wet shorts""","""kırmızı ıslak şort""",shorts,[0.81],"""wet red shorts""","""ıslak kırmızı şort""",6436,57,,
971,condition1,metal,low,table_metal_low,"""low metal table""","""alçak metal masa""",table,[0.5],"""metal low table""","""metal alçak masa""",7912,58,,
971,condition1,dry,red,shorts_dry_red,"""dry red shorts""","""kuru kırmızı şort""",shorts,[0.97],"""red dry shorts""","""kırmızı kuru şort""",7908,59,,
971,condition1,short,black,pencil_short_black,"""black short pencil""","""siyah kısa kalem""",pencil,[0.02],"""short black pencil""","""kısa siyah kalem""",21947,60,,
971,condition1,young,clean-shaven,man_young_cleanshaven,"""clean-shaven young man""","""sakalsız genç adam""",man,[0.31],"""young clean-shaven man""","""genç sakalsız adam""",5755,61,,
971,condition1,colored,square,picture_colored_square,"""colored square picture""","""renkli kare resim""",picture,[0.17],"""square colored picture""","""kare renkli resim""",3693,62,,
936,condition1,,,,,,beyaz,beyaz,,,0,1,bot_check,
936,condition1,wet,red,shorts_wet_red,"""red wet shorts""","""kırmızı ıslak şort""",shorts,[0.74],"""wet red shorts""","""ıslak kırmızı şort""",9675,3,,
936,condition1,bearded,hat-wearing,man2_bearded_hatted,"""bearded hat-wearing man""","""sakallı şapkalı adam""",man,[0.64],"""hat-wearing bearded man""","""şapkalı sakallı adam""",5736,4,,
936,condition1,spotted,green,frog_spotted_green,"""spotted green frog""","""benekli yeşil kurbağa""",frog,[0.48],"""green spotted frog""","""yeşil benekli kurbağa""",1834,5,,
936,condition1,happy,skinny,woman2_happy_skinny,"""skinny happy woman""","""zayıf mutlu kadın""",woman,[0.57],"""happy skinny woman""","""mutlu zayıf kadın""",1535,6,,
936,condition1,red,glossy,nails_red_glossy,"""red glossy nails""","""kırmızı parlak oje""",nails,[0.42],"""glossy red nails""","""parlak kırmızı oje""",1355,7,,
936,condition1,old,happy,woman_old_happy,"""old happy woman""","""yaşlı mutlu kadın""",woman,[0.53],"""happy old woman""","""mutlu yaşlı kadın""",1395,8,,
936,condition1,wooden,high,table_wood_high,"""high wooden table""","""yüksek tahta masa""",table,[0.43],"""wooden high table""","""tahta yüksek masa""",1439,9,,
936,condition1,colored,square,picture_colored_square,"""square colored picture""","""kare renkli resim""",picture,[0.47],"""colored square picture""","""renkli kare resim""",2417,10,,
936,condition1,glass,small,bottle_glass_small,"""small glass bottle""","""küçük cam şişe""",bottle,[0.51],"""glass small bottle""","""cam küçük şişe""",3150,11,,
936,condition1,straight,blond,hair_straight_blonde,"""straight blond hair""","""düz sarı saç""",hair,[0.42],"""blond straight hair""","""sarı düz saç""",2121,12,,
936,condition1,closed,wooden,box_closed_wood,"""wooden closed box""","""tahta kapalı kutu""",box,[0.51],"""closed wooden box""","""kapalı tahta kutu""",1318,13,,
936,condition1,metal,low,table_metal_low,"""metal low table""","""metal alçak masa""",table,[0.5],"""low metal table""","""alçak metal masa""",1446,14,,
936,condition1,black and white,rectangular,picture_bw_rectangular,"""rectangular black and white picture""","""dikdörtgen siyah beyaz resim""",picture,[0.58],"""black and white rectangular picture""","""siyah beyaz dikdörtgen resim""",1219,15,,
936,condition1,dry,green,shorts_dry_green,"""dry green shorts""","""kuru yeşil şort""",shorts,[0.49],"""green dry shorts""","""yeşil kuru şort""",1386,16,,
936,condition1,sad,fat,woman2_sad_fat,"""sad fat woman""","""mutsuz şişman kadın""",woman,[0.61],"""fat sad woman""","""şişman mutsuz kadın""",4390,17,,
936,condition1,long,blue,pencil_long_blue,"""blue long pencil""","""mavi uzun kalem""",pencil,[0.63],"""long blue pencil""","""uzun mavi kalem""",1732,18,,
936,condition1,closed,cardboard,box_closed_cardboard,"""cardboard closed box""","""karton kapalı kutu""",box,[0.58],"""closed cardboard box""","""kapalı karton kutu""",1238,19,,
936,condition1,wet,green,shorts_wet_green,"""wet green shorts""","""ıslak yeşil şort""",shorts,[0.54],"""green wet shorts""","""yeşil ıslak şort""",2177,20,,
936,condition1,mustache-touting,hat-wearing,man2_mustached_hatted,"""hat-wearing mustache-touting man""","""şapkalı bıyıklı adam""",man,[0.45],"""mustache-touting hat-wearing man""","""bıyıklı şapkalı adam""",2538,21,,
936,condition1,striped,green,frog_striped_green,"""striped green frog""","""çizgili yeşil kurbağa""",frog,[0.5],"""green striped frog""","""yeşil çizgili kurbağa""",1614,22,,
936,condition1,young,sad,woman_young_sad,"""sad young woman""","""mutsuz genç kadın""",woman,[0.46],"""young sad woman""","""genç mutsuz kadın""",3361,23,,
936,condition1,curly,blond,hair_curly_blonde,"""blond curly hair""","""sarı kıvırcık saç""",hair,[0.56],"""curly blond hair""","""kıvırcık sarı saç""",1266,24,,
936,condition1,sad,skinny,woman2_sad_skinny,"""skinny sad woman""","""zayıf mutsuz kadın""",woman,[0.43],"""sad skinny woman""","""mutsuz zayıf kadın""",1963,25,,
936,condition1,old,sad,woman_old_sad,"""old sad woman""","""yaşlı mutsuz kadın""",woman,[0.53],"""sad old woman""","""mutsuz yaşlı kadın""",1307,26,,
936,condition1,wooden,clean,spoon_wooden_clean,"""clean wooden spoon""","""temiz tahta kaşık""",spoon,[0.46],"""wooden clean spoon""","""tahta temiz kaşık""",1506,27,,
936,condition1,big,round,earring_big_round,"""round big earring""","""yuvarlak büyük küpe""",earring,[0.59],"""big round earring""","""büyük yuvarlak küpe""",2172,28,,
936,condition1,small,round,earring_small_round,"""small round earring""","""küçük yuvarlak küpe""",earring,[0.52],"""round small earring""","""yuvarlak küçük küpe""",3356,29,,
936,condition1,black,glossy,nails_black_glossy,"""glossy black nails""","""parlak siyah oje""",nails,[0.38],"""black glossy nails""","""siyah parlak oje""",1605,30,,
936,condition1,plastic,small,bottle_plastic_small,"""small plastic bottle""","""küçük plastik şişe""",bottle,[0.6],"""plastic small bottle""","""plastik küçük şişe""",1278,31,,
936,condition1,old,clean-shaven,man_old_cleanshaven,"""old clean-shaven man""","""yaşlı sakalsız adam""",man,[0.39],"""clean-shaven old man""","""sakalsız yaşlı adam""",2029,32,,
936,condition1,wooden,dirty,spoon_wooden_dirty,"""wooden dirty spoon""","""tahta kirli kaşık""",spoon,[0.54],"""dirty wooden spoon""","""kirli tahta kaşık""",1121,33,,
936,condition1,young,clean-shaven,man_young_cleanshaven,"""young clean-shaven man""","""genç sakalsız adam""",man,[0.51],"""clean-shaven young man""","""sakalsız genç adam""",1268,34,,
936,condition1,wooden,low,table_wood_low,"""wooden low table""","""tahta alçak masa""",table,[0.51],"""low wooden table""","""alçak tahta masa""",1992,35,,
936,condition1,metal,clean,spoon_metal_clean,"""clean metal spoon""","""temiz metal kaşık""",spoon,[0.64],"""metal clean spoon""","""metal temiz kaşık""",2624,36,,
936,condition1,colored,rectangular,picture_colored_rectangular,"""colored rectangular picture""","""renkli dikdörtgen resim""",picture,[0.42],"""rectangular colored picture""","""dikdörtgen renkli resim""",1338,37,,
936,condition1,big,triangular,earring_big_triangular,"""triangular big earring""","""üçgen büyük küpe""",earring,[0.5],"""big triangular earring""","""büyük üçgen küpe""",1515,38,,
936,condition1,bearded,glasses-wearing,man2_bearded_glassed,"""glasses-wearing bearded man""","""gözlüklü sakallı adam""",man,[0.53],"""bearded glasses-wearing man""","""sakallı gözlüklü adam""",1307,39,,
936,condition1,metal,high,table_metal_high,"""high metal table""","""yüksek metal masa""",table,[0.44],"""metal high table""","""metal yüksek masa""",1249,40,,
936,condition1,striped,red,frog_striped_red,"""striped red frog""","""çizgili kırmızı kurbağa""",frog,[0.52],"""red striped frog""","""kırmızı çizgili kurbağa""",1218,41,,
936,condition1,glass,big,bottle_glass_big,"""glass big bottle""","""cam büyük şişe""",bottle,[0.49],"""big glass bottle""","""büyük cam şişe""",2090,42,,
936,condition1,plastic,big,bottle_plastic_big,"""plastic big bottle""","""plastik büyük şişe""",bottle,[0.63],"""big plastic bottle""","""büyük plastik şişe""",3093,43,,
936,condition1,mustache-touting,glasses-wearing,man2_mustached_glassed,"""glasses-wearing mustache-touting man""","""gözlüklü bıyıklı adam""",man,[0.63],"""mustache-touting glasses-wearing man""","""bıyıklı gözlüklü adam""",1881,44,,
936,condition1,long,black,pencil_long_black,"""long black pencil""","""uzun siyah kalem""",pencil,[0.47],"""black long pencil""","""siyah uzun kalem""",2498,45,,
936,condition1,curly,brown,hair_curly_brown,"""brown curly hair""","""kahverengi kıvırcık saç""",hair,[0.22],"""curly brown hair""","""kıvırcık kahverengi saç""",3308,46,,
936,condition1,straight,brown,hair_straight_brown,"""straight brown hair""","""düz kahverengi saç""",hair,[0.57],"""brown straight hair""","""kahverengi düz saç""",3499,47,,
936,condition1,small,triangular,earring_small_triangular,"""triangular small earring""","""üçgen küçük küpe""",earring,[0.61],"""small triangular earring""","""küçük üçgen küpe""",1495,48,,
936,condition1,spotted,red,frog_spotted_red,"""spotted red frog""","""benekli kırmızı kurbağa""",frog,[0.51],"""red spotted frog""","""kırmızı benekli kurbağa""",1911,49,,
936,condition1,dry,red,shorts_dry_red,"""dry red shorts""","""kuru kırmızı şort""",shorts,[0.34],"""red dry shorts""","""kırmızı kuru şort""",3240,50,,
936,condition1,red,matte,nails_red_matte,"""red matte nails""","""kırmızı mat oje""",nails,[0.58],"""matte red nails""","""mat kırmızı oje""",3379,51,,
936,condition1,black and white,square,picture_bw_square,"""square black and white picture""","""kare siyah beyaz resim""",picture,[0.55],"""black and white square picture""","""siyah beyaz kare resim""",2070,52,,
936,condition1,short,black,pencil_short_black,"""black short pencil""","""siyah kısa kalem""",pencil,[0.44],"""short black pencil""","""kısa siyah kalem""",1209,53,,
936,condition1,happy,fat,woman2_happy_fat,"""fat happy woman""","""şişman mutlu kadın""",woman,[0.61],"""happy fat woman""","""mutlu şişman kadın""",1636,54,,
936,condition1,open,cardboard,box_open_cardboard,"""open cardboard box""","""açık karton kutu""",box,[0.43],"""cardboard open box""","""karton açık kutu""",1534,55,,
936,condition1,open,wooden,box_open_wood,"""open wooden box""","""açık tahta kutu""",box,[0.6],"""wooden open box""","""tahta açık kutu""",1842,56,,
936,condition1,black,matte,nails_black_matte,"""matte black nails""","""mat siyah oje""",nails,[0.57],"""black matte nails""","""siyah mat oje""",3366,57,,
936,condition1,young,happy,woman_young_happy,"""young happy woman""","""genç mutlu kadın""",woman,[0.68],"""happy young woman""","""mutlu genç kadın""",1306,58,,
936,condition1,young,bearded,man_young_bearded,"""bearded young man""","""sakallı genç adam""",man,[0.51],"""young bearded man""","""genç sakallı adam""",1260,59,,
936,condition1,old,bearded,man_old_bearded,"""old bearded man""","""yaşlı sakallı adam""",man,[0.53],"""bearded old man""","""sakallı yaşlı adam""",4210,60,,
936,condition1,short,blue,pencil_short_blue,"""short blue pencil""","""kısa mavi kalem""",pencil,[0.42],"""blue short pencil""","""mavi kısa kalem""",1594,61,,
936,condition1,metal,dirty,spoon_metal_dirty,"""dirty metal spoon""","""kirli metal kaşık""",spoon,[0.52],"""metal dirty spoon""","""metal kirli kaşık""",1436,62,,
955,condition1,,,,,,beyaz,Beyaz,,,0,1,bot_check,
955,condition1,plastic,big,bottle_plastic_big,"""big plastic bottle""","""büyük plastik şişe""",bottle,[0.19],"""plastic big bottle""","""plastik büyük şişe""",4157,3,,
955,condition1,wet,red,shorts_wet_red,"""wet red shorts""","""ıslak kırmızı şort""",shorts,[0.87],"""red wet shorts""","""kırmızı ıslak şort""",3539,4,,
955,condition1,young,sad,woman_young_sad,"""young sad woman""","""genç mutsuz kadın""",woman,[0.79],"""sad young woman""","""mutsuz genç kadın""",4034,5,,
955,condition1,straight,blond,hair_straight_blonde,"""blond straight hair""","""sarı düz saç""",hair,[0.74],"""straight blond hair""","""düz sarı saç""",2454,6,,
955,condition1,glass,small,bottle_glass_small,"""glass small bottle""","""cam küçük şişe""",bottle,[0.82],"""small glass bottle""","""küçük cam şişe""",2707,7,,
955,condition1,young,bearded,man_young_bearded,"""young bearded man""","""genç sakallı adam""",man,[0.8],"""bearded young man""","""sakallı genç adam""",2185,8,,
955,condition1,curly,blond,hair_curly_blonde,"""blond curly hair""","""sarı kıvırcık saç""",hair,[0.16],"""curly blond hair""","""kıvırcık sarı saç""",3290,9,,
955,condition1,long,black,pencil_long_black,"""long black pencil""","""uzun siyah kalem""",pencil,[0.79],"""black long pencil""","""siyah uzun kalem""",3237,10,,
955,condition1,straight,brown,hair_straight_brown,"""brown straight hair""","""kahverengi düz saç""",hair,[0.14],"""straight brown hair""","""düz kahverengi saç""",4230,11,,
955,condition1,glass,big,bottle_glass_big,"""big glass bottle""","""büyük cam şişe""",bottle,[0.1],"""glass big bottle""","""cam büyük şişe""",5953,12,,
955,condition1,closed,wooden,box_closed_wood,"""wooden closed box""","""tahta kapalı kutu""",box,[0.11],"""closed wooden box""","""kapalı tahta kutu""",3764,13,,
955,condition1,black,matte,nails_black_matte,"""matte black nails""","""mat siyah oje""",nails,[0.16],"""black matte nails""","""siyah mat oje""",4403,14,,
955,condition1,old,sad,woman_old_sad,"""old sad woman""","""yaşlı mutsuz kadın""",woman,[0.83],"""sad old woman""","""mutsuz yaşlı kadın""",3229,15,,
